Set point,duty,hÄ±z
30.00,35.76,0.00
30.00,35.76,0.00
30.00,36.24,0.00
30.00,36.24,0.00
30.00,36.72,0.00
30.00,37.20,0.00
30.00,37.20,0.00
30.00,37.68,0.00
30.00,37.68,0.00
30.00,38.16,0.00
30.00,38.64,0.00
30.00,38.64,0.00
30.00,39.12,0.00
30.00,39.12,0.00
30.00,39.60,0.00
30.00,39.60,0.00
30.00,40.08,0.00
30.00,40.56,0.00
30.00,40.56,0.00
30.00,41.04,0.00
30.00,41.04,0.00
30.00,41.52,0.00
30.00,42.00,0.00
30.00,42.00,0.00
30.00,42.48,0.00
30.00,42.48,0.00
30.00,42.96,0.00
30.00,42.96,0.00
30.00,43.44,0.00
30.00,43.92,0.00
30.00,43.92,0.00
30.00,44.40,0.00
30.00,44.40,0.00
30.00,44.88,0.00
30.00,45.36,0.00
30.00,45.36,0.00
30.00,45.84,0.00
30.00,45.84,0.00
30.00,46.32,0.00
30.00,46.32,0.00
30.00,46.80,0.00
30.00,47.28,0.00
30.00,47.28,0.00
30.00,47.76,0.00
30.00,47.76,0.00
30.00,48.24,0.00
30.00,48.72,0.00
30.00,48.72,0.00
30.00,49.20,0.00
30.00,49.20,0.00
30.00,49.68,0.00
30.00,49.68,0.00
30.00,50.16,0.00
30.00,50.64,0.00
30.00,50.64,0.00
30.00,51.12,0.00
30.00,51.12,0.00
30.00,51.60,0.00
30.00,52.08,0.00
30.00,52.08,0.00
30.00,52.56,0.00
30.00,52.56,0.00
30.00,53.04,0.00
30.00,53.04,0.00
30.00,53.52,0.00
30.00,54.00,0.00
30.00,54.00,0.00
30.00,54.48,0.00
30.00,54.48,0.00
30.00,54.96,0.00
30.00,55.44,0.00
30.00,55.44,0.00
30.00,55.92,7.93
30.00,55.92,0.00
30.00,56.40,0.00
30.00,56.40,7.93
30.00,12.68,0.00
30.00,92.11,0.00
30.00,92.11,7.93
30.00,13.51,7.93
30.00,13.51,7.93
30.00,48.74,0.00
30.00,48.74,7.93
30.00,93.30,0.00
30.00,58.90,7.93
30.00,58.90,15.85
30.00,0.00,7.93
30.00,0.00,0.00
30.00,129.37,15.85
30.00,0.00,7.93
30.00,0.00,15.85
30.00,41.67,7.93
30.00,41.67,7.93
30.00,86.10,15.85
30.00,86.10,7.93
30.00,51.57,7.93
30.00,51.92,15.85
30.00,51.92,7.93
30.00,52.28,7.93
30.00,52.28,7.93
30.00,52.63,15.85
30.00,52.63,7.93
30.00,8.78,7.93
30.00,88.09,0.00
30.00,88.09,7.93
30.00,53.56,7.93
30.00,53.56,15.85
30.00,9.71,7.93
30.00,89.02,7.93
30.00,89.02,7.93
30.00,54.49,7.93
30.00,54.49,7.93
30.00,54.85,7.93
30.00,54.85,7.93
30.00,55.20,7.93
30.00,55.55,7.93
30.00,55.55,7.93
30.00,55.91,7.93
30.00,55.91,7.93
30.00,56.26,7.93
30.00,56.26,7.93
30.00,56.61,7.93
30.00,56.97,7.93
30.00,56.97,0.00
30.00,101.52,7.93
30.00,101.52,7.93
30.00,22.92,15.85
30.00,22.92,7.93
30.00,13.95,7.93
30.00,93.26,7.93
30.00,93.26,7.93
30.00,58.73,15.85
30.00,58.73,7.93
30.00,59.08,7.93
30.00,59.44,15.85
30.00,59.44,7.93
30.00,59.79,7.93
30.00,59.79,7.93
30.00,60.14,7.93
30.00,60.14,7.93
30.00,60.50,7.93
30.00,60.85,15.85
30.00,60.85,0.00
30.00,105.41,15.85
30.00,105.41,7.93
30.00,26.80,7.93
30.00,26.80,15.85
30.00,17.83,7.93
30.00,97.14,7.93
30.00,97.14,15.85
30.00,18.41,7.93
30.00,18.41,15.85
30.00,53.52,7.93
30.00,97.95,7.93
30.00,97.95,7.93
30.00,63.42,15.85
30.00,63.42,15.85
30.00,19.57,7.93
30.00,19.57,7.93
30.00,98.88,15.85
30.00,20.15,7.93
30.00,20.15,15.85
30.00,55.26,7.93
30.00,55.26,15.85
30.00,55.48,7.93
30.00,55.48,7.93
30.00,99.91,15.85
30.00,21.18,7.93
30.00,21.18,15.85
30.00,56.29,7.93
30.00,56.29,7.93
30.00,100.72,15.85
30.00,100.72,7.93
30.00,66.19,15.85
30.00,22.34,15.85
30.00,22.34,7.93
30.00,101.65,15.85
30.00,101.65,7.93
30.00,67.13,15.85
30.00,67.13,15.85
30.00,23.28,7.93
30.00,102.59,15.85
30.00,102.59,15.85
30.00,23.85,7.93
30.00,23.85,15.85
30.00,58.96,15.85
30.00,58.96,7.93
30.00,103.39,15.85
30.00,24.66,15.85
30.00,24.66,15.85
30.00,59.77,7.93
30.00,59.77,15.85
30.00,59.99,7.93
30.00,59.99,15.85
30.00,104.42,7.93
30.00,69.90,15.85
30.00,69.90,15.85
30.00,26.05,15.85
30.00,26.05,7.93
30.00,105.36,15.85
30.00,105.36,15.85
30.00,26.63,15.85
30.00,61.73,7.93
30.00,61.73,15.85
30.00,61.96,15.85
30.00,61.96,7.93
30.00,106.39,15.85
30.00,106.39,7.93
30.00,27.66,15.85
30.00,62.76,15.85
30.00,62.76,15.85
30.00,62.99,7.93
30.00,62.99,15.85
30.00,63.22,7.93
30.00,107.65,15.85
30.00,107.65,15.85
30.00,28.92,7.93
30.00,28.92,15.85
30.00,64.02,15.85
30.00,64.02,15.85
30.00,64.25,7.93
30.00,108.68,15.85
30.00,108.68,7.93
30.00,74.15,15.85
30.00,74.15,15.85
30.00,30.30,15.85
30.00,30.30,15.85
30.00,65.41,15.85
30.00,65.63,7.93
30.00,65.63,15.85
30.00,65.86,15.85
30.00,65.86,7.93
30.00,110.29,15.85
30.00,110.29,15.85
30.00,31.56,15.85
30.00,66.67,7.93
30.00,66.67,15.85
30.00,66.89,15.85
30.00,66.89,7.93
30.00,111.32,15.85
30.00,111.32,15.85
30.00,32.59,15.85
30.00,67.70,15.85
30.00,67.70,15.85
30.00,67.93,15.85
30.00,67.93,15.85
30.00,68.15,7.93
30.00,68.15,15.85
30.00,68.38,15.85
30.00,68.60,7.93
30.00,68.60,15.85
30.00,68.83,7.93
30.00,68.83,15.85
30.00,69.06,7.93
30.00,69.06,15.85
30.00,69.28,7.93
30.00,113.71,15.85
30.00,113.71,7.93
30.00,79.19,15.85
30.00,79.19,15.85
30.00,35.34,23.78
30.00,35.34,7.93
30.00,114.65,15.85
30.00,35.91,23.78
30.00,35.91,15.85
30.00,71.02,15.85
30.00,71.02,15.85
30.00,71.25,7.93
30.00,71.25,15.85
30.00,71.47,15.85
30.00,71.70,15.85
30.00,71.70,15.85
30.00,71.93,7.93
30.00,71.93,15.85
30.00,72.15,15.85
30.00,72.38,7.93
30.00,72.38,15.85
30.00,72.61,15.85
30.00,72.61,7.93
30.00,117.04,15.85
30.00,117.04,15.85
30.00,38.30,15.85
30.00,73.41,15.85
30.00,73.41,15.85
30.00,73.64,15.85
30.00,73.64,15.85
30.00,73.86,15.85
30.00,73.86,15.85
30.00,74.09,7.93
30.00,74.09,15.85
30.00,74.09,15.85
30.00,74.09,15.85
30.00,74.09,15.85
30.00,74.09,7.93
30.00,74.09,15.85
30.00,74.09,15.85
30.00,74.09,15.85
30.00,74.09,7.93
30.00,74.09,15.85
30.00,74.09,15.85
30.00,74.09,7.93
30.00,74.09,15.85
30.00,74.09,15.85
30.00,74.09,15.85
30.00,74.09,7.93
30.00,74.09,15.85
30.00,74.09,7.93
70.00,165.56,15.85
70.00,87.47,23.78
70.00,87.47,23.78
70.00,79.01,23.78
70.00,79.01,23.78
70.00,114.63,15.85
70.00,114.63,23.78
70.00,115.37,23.78
70.00,116.11,23.78
70.00,116.11,23.78
70.00,116.85,31.71
70.00,116.85,23.78
70.00,117.59,23.78
70.00,117.59,31.71
70.00,74.13,23.78
70.00,153.82,31.71
70.00,153.82,23.78
70.00,119.68,31.71
70.00,119.68,31.71
70.00,76.22,31.71
70.00,76.22,31.71
70.00,111.71,23.78
70.00,156.53,31.71
70.00,156.53,31.71
70.00,78.18,31.71
70.00,78.18,31.71
70.00,113.68,31.71
70.00,113.68,31.71
70.00,114.29,31.71
70.00,114.90,31.71
70.00,114.90,23.78
70.00,159.72,31.71
70.00,159.72,31.71
70.00,81.37,39.64
70.00,81.37,31.71
70.00,116.87,31.71
70.00,117.48,31.71
70.00,117.48,31.71
70.00,118.09,31.71
70.00,118.09,31.71
70.00,118.71,31.71
70.00,118.71,31.71
70.00,119.32,31.71
70.00,119.93,31.71
70.00,119.93,31.71
70.00,120.54,31.71
70.00,120.54,31.71
70.00,121.16,31.71
70.00,121.16,31.71
70.00,121.77,31.71
70.00,122.38,31.71
70.00,122.38,31.71
70.00,122.99,31.71
70.00,122.99,31.71
70.00,123.61,31.71
70.00,123.61,31.71
70.00,124.22,31.71
70.00,124.83,31.71
70.00,124.83,31.71
70.00,125.44,31.71
70.00,125.44,31.71
70.00,126.06,39.64
70.00,126.06,31.71
70.00,126.67,31.71
70.00,126.67,31.71
70.00,127.28,31.71
70.00,127.89,39.64
70.00,127.89,31.71
70.00,128.51,31.71
70.00,128.51,39.64
70.00,84.92,31.71
70.00,84.92,31.71
70.00,164.49,31.71
70.00,130.22,31.71
70.00,130.22,39.64
70.00,86.63,39.64
70.00,86.63,31.71
70.00,166.20,31.71
70.00,166.20,39.64
70.00,87.73,39.64
70.00,123.09,31.71
70.00,123.09,39.64
70.00,123.58,31.71
70.00,123.58,31.71
70.00,168.27,39.64
70.00,168.27,39.64
70.00,89.80,31.71
70.00,169.37,39.64
70.00,169.37,39.64
70.00,90.89,39.64
70.00,90.89,39.64
70.00,126.26,31.71
70.00,126.26,39.64
70.00,126.75,39.64
70.00,127.23,39.64
70.00,127.23,31.71
70.00,171.92,39.64
70.00,171.92,31.71
70.00,137.65,39.64
70.00,137.65,47.56
70.00,49.86,31.71
70.00,208.39,39.64
70.00,208.39,39.64
70.00,95.04,39.64
70.00,95.04,47.56
70.00,86.20,39.64
70.00,86.20,39.64
70.00,165.64,39.64
70.00,131.25,39.64
70.00,131.25,39.64
70.00,131.73,39.64
70.00,131.73,39.64
70.00,132.22,39.64
70.00,132.22,39.64
70.00,132.70,39.64
70.00,133.19,31.71
70.00,133.19,39.64
70.00,133.68,39.64
70.00,133.68,39.64
70.00,134.16,39.64
70.00,134.16,31.71
70.00,178.85,39.64
70.00,100.38,47.56
70.00,100.38,39.64
70.00,135.75,39.64
70.00,135.75,39.64
70.00,136.23,31.71
70.00,136.23,39.64
70.00,136.72,39.64
70.00,137.20,39.64
70.00,137.20,39.64
70.00,137.69,39.64
70.00,137.69,39.64
70.00,138.17,39.64
70.00,138.17,39.64
70.00,138.66,31.71
70.00,183.35,39.64
70.00,183.35,39.64
70.00,104.88,47.56
70.00,104.88,39.64
70.00,140.24,47.56
70.00,140.24,39.64
70.00,140.73,39.64
70.00,140.73,39.64
70.00,141.22,39.64
70.00,141.70,39.64
70.00,141.70,39.64
70.00,142.19,39.64
70.00,142.19,39.64
70.00,142.67,39.64
70.00,142.67,47.56
70.00,98.96,39.64
70.00,178.40,39.64
70.00,178.40,39.64
70.00,144.00,39.64
70.00,144.00,39.64
70.00,144.49,47.56
70.00,144.49,39.64
70.00,100.77,39.64
70.00,180.22,39.64
70.00,180.22,47.56
70.00,101.62,39.64
70.00,101.62,39.64
70.00,181.06,47.56
70.00,181.06,39.64
70.00,146.67,47.56
70.00,102.95,39.64
70.00,102.95,47.56
70.00,138.19,39.64
70.00,138.19,39.64
70.00,182.75,47.56
70.00,182.75,39.64
70.00,148.35,47.56
70.00,104.64,47.56
70.00,104.64,39.64
70.00,184.08,39.64
70.00,184.08,47.56
70.00,105.48,47.56
70.00,105.48,39.64
70.00,184.93,47.56
70.00,106.33,47.56
70.00,106.33,39.64
70.00,185.77,47.56
70.00,185.77,47.56
70.00,107.17,39.64
70.00,107.17,47.56
70.00,142.41,47.56
70.00,142.77,39.64
70.00,142.77,47.56
70.00,143.13,39.64
70.00,143.13,39.64
70.00,187.69,47.56
70.00,187.69,47.56
70.00,109.09,39.64
70.00,188.54,47.56
70.00,188.54,47.56
70.00,109.94,47.56
70.00,109.94,47.56
70.00,145.18,39.64
70.00,145.18,47.56
70.00,145.54,47.56
70.00,145.90,39.64
70.00,145.90,47.56
70.00,146.25,39.64
70.00,146.25,47.56
70.00,146.61,39.64
70.00,146.61,39.64
70.00,191.18,47.56
70.00,112.58,47.56
70.00,112.58,47.56
70.00,147.82,39.64
70.00,147.82,47.56
70.00,148.18,39.64
70.00,148.18,47.56
70.00,148.54,47.56
70.00,148.54,39.64
70.00,148.89,47.56
70.00,149.25,39.64
70.00,149.25,47.56
70.00,149.61,39.64
70.00,149.61,47.56
70.00,149.97,39.64
70.00,149.97,47.56
70.00,150.33,39.64
70.00,194.89,39.64
70.00,194.89,47.56
70.00,116.29,47.56
70.00,116.29,47.56
70.00,151.53,47.56
70.00,151.53,47.56
70.00,151.89,39.64
70.00,196.46,47.56
70.00,196.46,47.56
70.00,117.86,47.56
70.00,117.86,47.56
70.00,153.10,47.56
70.00,153.10,47.56
70.00,153.46,47.56
70.00,153.81,47.56
70.00,153.81,39.64
70.00,198.38,47.56
70.00,198.38,47.56
70.00,119.78,55.49
70.00,119.78,47.56
70.00,155.02,47.56
70.00,155.38,47.56
70.00,155.38,47.56
70.00,155.74,39.64
70.00,155.74,47.56
70.00,156.10,47.56
70.00,156.10,47.56
70.00,156.45,47.56
70.00,156.81,47.56
70.00,156.81,47.56
70.00,157.17,47.56
70.00,157.17,39.64
70.00,201.73,47.56
70.00,201.73,47.56
70.00,123.14,55.49
70.00,114.17,47.56
70.00,114.17,47.56
70.00,193.49,47.56
70.00,193.49,47.56
70.00,158.97,47.56
70.00,158.97,47.56
70.00,159.33,47.56
70.00,159.69,47.56
70.00,159.69,55.49
70.00,115.84,47.56
70.00,115.84,47.56
70.00,195.16,39.64
70.00,195.16,47.56
70.00,160.64,55.49
70.00,160.64,47.56
70.00,116.79,47.56
70.00,196.11,47.56
70.00,196.11,47.56
70.00,161.59,47.56
70.00,161.59,55.49
70.00,117.74,47.56
70.00,117.74,47.56
70.00,197.06,47.56
70.00,162.54,47.56
70.00,162.54,55.49
70.00,118.69,47.56
70.00,118.69,47.56
70.00,198.01,47.56
70.00,198.01,55.49
70.00,119.28,47.56
70.00,198.60,47.56
70.00,198.60,55.49
70.00,119.87,47.56
70.00,119.87,55.49
70.00,154.99,47.56
70.00,154.99,47.56
70.00,199.42,47.56
70.00,164.90,47.56
70.00,164.90,55.49
70.00,121.06,47.56
70.00,121.06,55.49
70.00,156.17,47.56
70.00,156.17,47.56
70.00,200.60,47.56
70.00,166.08,47.56
70.00,166.08,55.49
70.00,122.24,47.56
70.00,122.24,55.49
70.00,157.35,47.56
70.00,157.35,47.56
70.00,201.79,47.56
70.00,167.26,47.56
70.00,167.26,47.56
70.00,167.62,55.49
70.00,167.62,47.56
70.00,167.98,55.49
70.00,167.98,47.56
70.00,168.34,47.56
70.00,168.70,55.49
70.00,168.70,47.56
70.00,169.06,55.49
70.00,169.06,47.56
70.00,169.42,47.56
70.00,169.42,55.49
70.00,125.57,47.56
70.00,125.57,47.56
70.00,204.89,55.49
70.00,126.16,47.56
70.00,126.16,55.49
70.00,161.28,47.56
70.00,161.28,47.56
70.00,205.71,47.56
70.00,205.71,55.49
70.00,126.99,55.49
70.00,162.10,47.56
70.00,162.10,47.56
70.00,206.54,55.49
70.00,206.54,47.56
70.00,172.01,55.49
70.00,172.01,55.49
70.00,128.17,55.49
70.00,163.28,47.56
70.00,163.28,55.49
70.00,163.51,47.56
70.00,163.51,47.56
70.00,207.95,55.49
70.00,207.95,47.56
70.00,173.43,55.49
70.00,129.58,55.49
70.00,129.58,55.49
70.00,164.70,47.56
70.00,164.70,55.49
70.00,164.93,47.56
70.00,164.93,55.49
70.00,165.16,47.56
70.00,209.60,47.56
70.00,209.60,55.49
70.00,130.87,55.49
70.00,130.87,47.56
70.00,210.19,55.49
70.00,210.19,55.49
70.00,131.46,55.49
70.00,166.58,47.56
70.00,166.58,55.49
70.00,166.81,55.49
70.00,166.81,47.56
70.00,211.24,55.49
70.00,211.24,55.49
70.00,132.52,55.49
70.00,167.63,55.49
70.00,167.63,47.56
70.00,212.07,55.49
70.00,212.07,55.49
70.00,133.34,55.49
70.00,133.34,55.49
70.00,168.45,47.56
70.00,168.45,47.56
70.00,212.89,55.49
70.00,134.16,55.49
70.00,134.16,55.49
70.00,169.28,55.49
70.00,169.28,55.49
70.00,169.51,47.56
70.00,169.51,55.49
70.00,169.74,55.49
70.00,169.97,47.56
70.00,169.97,55.49
70.00,170.21,47.56
70.00,170.21,55.49
70.00,170.44,47.56
70.00,170.44,55.49
70.00,170.67,47.56
70.00,215.11,55.49
70.00,215.11,55.49
70.00,136.38,55.49
70.00,136.38,55.49
70.00,171.49,47.56
70.00,171.49,55.49
70.00,171.73,55.49
70.00,171.96,55.49
70.00,171.96,47.56
70.00,216.39,55.49
70.00,216.39,55.49
70.00,137.67,55.49
70.00,137.67,55.49
70.00,172.78,55.49
70.00,173.01,55.49
70.00,173.01,47.56
70.00,217.45,47.56
70.00,217.45,55.49
70.00,138.72,55.49
70.00,138.72,55.49
70.00,173.84,55.49
70.00,174.07,47.56
70.00,174.07,47.56
70.00,218.50,55.49
70.00,218.50,55.49
70.00,218.50,63.42
70.00,218.50,55.49
70.00,218.50,55.49
70.00,218.50,63.42
70.00,218.50,63.42
70.00,218.50,55.49
70.00,218.50,63.42
70.00,218.50,63.42
70.00,218.50,71.35
70.00,218.50,63.42
70.00,218.50,63.42
70.00,218.50,63.42
70.00,218.50,63.42
70.00,218.50,71.35
70.00,218.50,71.35
70.00,218.50,63.42
70.00,218.50,63.42
100.00,130.86,71.35
100.00,157.00,63.42
100.00,157.00,63.42
100.00,236.54,63.42
100.00,236.54,63.42
100.00,202.25,63.42
100.00,202.25,63.42
100.00,202.83,63.42
100.00,203.42,63.42
100.00,203.42,55.49
100.00,248.21,63.42
100.00,248.21,63.42
100.00,169.83,71.35
100.00,169.83,63.42
100.00,205.30,63.42
100.00,205.30,63.42
100.00,205.88,63.42
100.00,206.47,63.42
100.00,206.47,63.42
100.00,207.06,63.42
100.00,207.06,63.42
100.00,207.64,63.42
100.00,207.64,63.42
100.00,208.23,63.42
100.00,208.81,63.42
100.00,208.81,63.42
100.00,209.40,63.42
100.00,209.40,63.42
100.00,209.98,63.42
100.00,209.98,63.42
100.00,210.57,63.42
100.00,211.15,63.42
100.00,211.15,63.42
100.00,211.74,63.42
100.00,211.74,71.35
100.00,168.12,63.42
100.00,168.12,63.42
100.00,247.66,63.42
100.00,247.66,63.42
100.00,213.37,63.42
100.00,213.95,71.35
100.00,213.95,63.42
100.00,214.54,63.42
100.00,214.54,71.35
100.00,170.92,71.35
100.00,170.92,63.42
100.00,250.46,63.42
100.00,216.17,63.42
100.00,216.17,71.35
100.00,172.55,71.35
100.00,172.55,63.42
100.00,252.09,63.42
100.00,252.09,71.35
100.00,173.59,71.35
100.00,208.93,63.42
100.00,208.93,63.42
100.00,253.59,71.35
100.00,253.59,63.42
100.00,219.30,71.35
100.00,219.30,71.35
100.00,175.68,71.35
100.00,211.02,71.35
100.00,211.02,63.42
100.00,255.00,63.42
100.00,255.00,71.35
100.00,177.18,71.35
100.00,177.18,63.42
100.00,255.00,71.35
100.00,255.00,63.42
100.00,222.43,71.35
100.00,178.81,71.35
100.00,178.81,71.35
100.00,214.15,71.35
100.00,214.15,71.35
100.00,214.61,71.35
100.00,214.61,63.42
100.00,255.00,63.42
100.00,224.97,71.35
100.00,224.97,71.35
100.00,181.36,71.35
100.00,181.36,63.42
100.00,255.00,63.42
100.00,255.00,63.42
100.00,226.60,71.35
100.00,182.99,71.35
100.00,182.99,63.42
100.00,255.00,63.42
100.00,255.00,71.35
100.00,184.03,71.35
100.00,184.03,63.42
100.00,255.00,63.42
100.00,255.00,71.35
100.00,185.07,71.35
100.00,220.41,63.42
100.00,220.41,71.35
100.00,220.87,71.35
100.00,220.87,71.35
100.00,221.33,71.35
100.00,221.33,71.35
100.00,221.79,71.35
100.00,222.25,71.35
100.00,222.25,63.42
100.00,255.00,63.42
100.00,255.00,71.35
100.00,188.41,71.35
100.00,188.41,71.35
100.00,223.75,71.35
100.00,224.21,71.35
100.00,224.21,71.35
100.00,224.67,71.35
100.00,224.67,63.42
100.00,255.00,71.35
100.00,255.00,71.35
100.00,190.83,71.35
100.00,190.83,71.35
100.00,226.17,63.42
100.00,255.00,63.42
100.00,255.00,71.35
100.00,192.33,79.27
100.00,192.33,71.35
100.00,227.67,71.35
100.00,227.67,71.35
100.00,228.13,71.35
100.00,228.59,71.35
100.00,228.59,71.35
100.00,229.04,71.35
100.00,229.04,63.42
100.00,255.00,71.35
100.00,255.00,71.35
100.00,195.21,71.35
100.00,230.55,71.35
100.00,230.55,71.35
100.00,231.01,71.35
100.00,231.01,71.35
100.00,231.46,71.35
100.00,231.46,71.35
100.00,231.92,71.35
100.00,231.92,71.35
100.00,232.38,71.35
100.00,232.84,71.35
100.00,232.84,71.35
100.00,233.30,71.35
100.00,233.30,71.35
100.00,233.76,71.35
100.00,233.76,71.35
100.00,234.21,71.35
100.00,234.67,71.35
100.00,234.67,71.35
100.00,235.13,71.35
100.00,235.13,71.35
100.00,235.59,71.35
100.00,235.59,71.35
100.00,236.05,71.35
100.00,236.51,79.27
100.00,236.51,71.35
100.00,236.97,71.35
100.00,236.97,71.35
100.00,237.42,79.27
100.00,237.42,71.35
100.00,237.88,71.35
100.00,237.88,71.35
100.00,238.34,71.35
100.00,238.80,79.27
100.00,238.80,71.35
100.00,239.26,71.35
100.00,239.26,71.35
100.00,239.72,71.35
100.00,239.72,71.35
100.00,240.17,79.27
100.00,196.43,79.27
100.00,196.43,71.35
100.00,255.00,71.35
100.00,255.00,79.27
100.00,197.22,71.35
100.00,197.22,71.35
100.00,255.00,71.35
100.00,242.21,71.35
100.00,242.21,71.35
100.00,242.67,71.35
100.00,242.67,71.35
100.00,243.13,71.35
100.00,243.13,79.27
100.00,199.39,79.27
100.00,199.39,79.27
100.00,234.60,71.35
100.00,255.00,71.35
100.00,255.00,79.27
100.00,200.51,79.27
100.00,200.51,71.35
100.00,255.00,71.35
100.00,255.00,79.27
100.00,201.30,71.35
100.00,255.00,71.35
100.00,255.00,71.35
100.00,246.29,79.27
100.00,246.29,79.27
100.00,202.55,79.27
100.00,202.55,71.35
100.00,255.00,71.35
100.00,247.54,71.35
100.00,247.54,79.27
100.00,203.79,79.27
100.00,203.79,79.27
100.00,239.01,71.35
100.00,239.01,71.35
100.00,255.00,71.35
100.00,255.00,79.27
100.00,249.12,79.27
100.00,205.37,79.27
100.00,205.37,79.27
100.00,240.59,79.27
100.00,240.59,71.35
100.00,255.00,71.35
100.00,255.00,71.35
100.00,250.70,71.35
100.00,251.16,79.27
100.00,251.16,79.27
100.00,207.41,79.27
100.00,207.41,71.35
100.00,255.00,71.35
100.00,255.00,71.35
100.00,252.41,71.35
100.00,252.86,71.35
100.00,252.86,79.27
100.00,209.12,79.27
100.00,209.12,71.35
100.00,255.00,71.35
100.00,255.00,71.35
100.00,254.11,79.27
100.00,254.11,79.27
100.00,210.37,71.35
100.00,255.00,71.35
100.00,255.00,71.35
100.00,255.00,71.35
100.00,255.00,79.27
100.00,211.62,79.27
100.00,211.62,71.35
100.00,255.00,71.35
100.00,255.00,71.35
100.00,255.00,79.27
100.00,212.87,79.27
100.00,212.87,71.35
100.00,255.00,71.35
100.00,255.00,71.35
100.00,255.00,79.27
100.00,214.11,79.27
100.00,214.11,71.35
100.00,255.00,71.35
100.00,255.00,79.27
100.00,214.90,79.27
100.00,214.90,79.27
100.00,250.12,79.27
100.00,250.12,79.27
100.00,250.45,79.27
100.00,250.78,79.27
100.00,250.78,71.35
100.00,255.00,71.35
100.00,255.00,79.27
100.00,216.69,79.27
100.00,216.69,71.35
100.00,255.00,79.27
100.00,217.48,79.27
100.00,217.48,79.27
100.00,252.69,71.35
100.00,252.69,79.27
100.00,253.02,71.35
100.00,253.02,71.35
100.00,255.00,79.27
100.00,218.93,79.27
100.00,218.93,71.35
100.00,255.00,71.35
100.00,255.00,79.27
100.00,219.72,79.27
100.00,219.72,71.35
100.00,255.00,71.35
100.00,255.00,71.35
100.00,255.00,71.35
100.00,255.00,79.27
100.00,255.00,79.27
100.00,221.43,79.27
100.00,221.43,79.27
100.00,255.00,71.35
100.00,255.00,79.27
100.00,255.00,79.27
100.00,255.00,71.35
100.00,255.00,79.27
100.00,255.00,71.35
