Set point,duty,hÄ±z
60.00,209.10,55.49
60.00,130.22,55.49
60.00,130.22,55.49
60.00,165.17,55.49
60.00,165.24,55.49
60.00,165.24,47.56
60.00,209.52,55.49
60.00,209.52,55.49
60.00,130.63,55.49
60.00,130.63,55.49
60.00,165.59,55.49
60.00,165.66,47.56
60.00,165.66,55.49
60.00,165.66,55.49
60.00,165.66,47.56
60.00,165.66,55.49
60.00,165.66,55.49
60.00,165.66,47.56
60.00,165.66,55.49
60.00,165.66,47.56
60.00,165.66,55.49
60.00,165.66,47.56
60.00,165.66,55.49
60.00,165.66,47.56
60.00,165.66,55.49
60.00,165.66,47.56
60.00,165.66,55.49
60.00,165.66,47.56
60.00,165.66,55.49
60.00,165.66,47.56
200.00,255.00,55.49
200.00,255.00,55.49
200.00,255.00,63.42
200.00,255.00,63.42
200.00,255.00,71.35
200.00,255.00,71.35
200.00,255.00,71.35
200.00,255.00,71.35
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,71.35
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,71.35
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,87.20
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
200.00,255.00,79.27
0.00,196.65,79.27
0.00,196.65,79.27
0.00,160.51,79.27
0.00,160.51,79.27
0.00,159.24,71.35
0.00,202.17,71.35
0.00,202.17,71.35
0.00,166.15,63.42
0.00,166.15,63.42
0.00,209.21,63.42
0.00,209.21,71.35
0.00,129.11,63.42
0.00,207.06,63.42
0.00,207.06,63.42
0.00,171.16,63.42
0.00,171.16,63.42
0.00,170.15,63.42
0.00,170.15,63.42
0.00,169.13,63.42
0.00,168.12,55.49
0.00,168.12,55.49
0.00,211.30,55.49
0.00,211.30,63.42
0.00,131.33,63.42
0.00,131.33,55.49
0.00,165.20,55.49
0.00,208.39,55.49
0.00,208.39,63.42
0.00,128.42,55.49
0.00,128.42,63.42
0.00,162.28,55.49
0.00,162.28,55.49
0.00,205.47,55.49
0.00,169.70,55.49
0.00,169.70,55.49
0.00,168.81,55.49
0.00,168.81,55.49
0.00,167.93,55.49
0.00,167.04,55.49
0.00,167.04,47.56
0.00,210.35,55.49
0.00,210.35,55.49
0.00,130.51,63.42
0.00,130.51,55.49
0.00,164.50,55.49
0.00,163.61,55.49
0.00,163.61,55.49
0.00,162.73,47.56
0.00,162.73,55.49
0.00,161.84,55.49
0.00,161.84,47.56
0.00,205.15,55.49
0.00,125.31,55.49
0.00,125.31,55.49
0.00,159.30,55.49
0.00,159.30,47.56
0.00,202.62,55.49
0.00,202.62,55.49
0.00,122.77,55.49
0.00,156.76,47.56
0.00,156.76,55.49
0.00,155.88,47.56
0.00,155.88,55.49
0.00,154.99,47.56
0.00,154.99,55.49
0.00,154.10,47.56
0.00,197.42,47.56
0.00,197.42,55.49
0.00,117.57,47.56
0.00,117.57,55.49
0.00,151.56,47.56
0.00,151.56,47.56
0.00,194.88,55.49
0.00,115.03,47.56
0.00,115.03,55.49
0.00,149.03,47.56
0.00,149.03,47.56
0.00,192.34,47.56
0.00,192.34,55.49
0.00,112.50,47.56
0.00,190.69,47.56
0.00,190.69,55.49
0.00,110.85,47.56
0.00,110.85,55.49
0.00,144.84,47.56
0.00,144.84,47.56
0.00,188.16,47.56
0.00,152.51,47.56
0.00,152.51,55.49
0.00,107.55,47.56
0.00,107.55,47.56
0.00,185.75,47.56
0.00,185.75,47.56
0.00,150.10,47.56
0.00,149.34,55.49
0.00,149.34,47.56
0.00,148.58,47.56
0.00,148.58,47.56
0.00,147.82,47.56
0.00,147.82,47.56
0.00,147.06,47.56
0.00,146.30,47.56
0.00,146.30,39.64
0.00,189.74,47.56
0.00,189.74,47.56
0.00,110.02,55.49
0.00,99.94,47.56
0.00,99.94,39.64
0.00,222.34,47.56
0.00,222.34,47.56
0.00,107.74,47.56
0.00,107.74,55.49
0.00,97.66,47.56
0.00,175.85,47.56
0.00,175.85,47.56
0.00,140.21,47.56
0.00,140.21,39.64
0.00,183.65,47.56
0.00,183.65,55.49
0.00,59.73,47.56
0.00,172.81,39.64
0.00,172.81,47.56
0.00,137.17,47.56
0.00,137.17,47.56
0.00,136.41,47.56
0.00,136.41,39.64
0.00,179.85,47.56
0.00,100.13,47.56
0.00,100.13,47.56
0.00,134.25,39.64
0.00,134.25,47.56
0.00,133.49,39.64
0.00,133.49,47.56
0.00,132.73,39.64
0.00,176.17,39.64
0.00,176.17,47.56
0.00,96.45,39.64
0.00,96.45,47.56
0.00,130.57,39.64
0.00,130.57,39.64
0.00,174.01,47.56
0.00,94.30,39.64
0.00,94.30,47.56
0.00,128.42,39.64
0.00,128.42,39.64
0.00,171.86,39.64
0.00,136.34,39.64
0.00,136.34,47.56
0.00,91.51,39.64
0.00,91.51,47.56
0.00,125.62,39.64
0.00,125.62,39.64
0.00,169.07,39.64
0.00,133.55,39.64
0.00,133.55,39.64
0.00,132.92,39.64
0.00,132.92,47.56
0.00,88.08,39.64
0.00,88.08,39.64
0.00,166.40,31.71
0.00,175.09,47.56
0.00,175.09,39.64
0.00,95.50,47.56
0.00,95.50,39.64
0.00,129.75,39.64
0.00,129.75,47.56
0.00,84.91,31.71
0.00,207.44,39.64
0.00,207.44,47.56
0.00,48.76,39.64
0.00,48.76,47.56
0.00,117.76,39.64
0.00,117.76,39.64
0.00,161.20,39.64
0.00,125.69,39.64
0.00,125.69,39.64
0.00,125.05,39.64
0.00,125.05,39.64
0.00,124.42,39.64
0.00,124.42,39.64
0.00,123.79,39.64
0.00,123.15,39.64
0.00,123.15,31.71
0.00,166.72,39.64
0.00,166.72,39.64
0.00,87.13,39.64
0.00,87.13,39.64
0.00,121.38,39.64
0.00,120.74,39.64
0.00,120.74,31.71
0.00,164.31,39.64
0.00,164.31,39.64
0.00,84.72,39.64
0.00,118.97,39.64
0.00,118.97,31.71
0.00,162.54,39.64
0.00,162.54,39.64
0.00,82.94,39.64
0.00,82.94,31.71
0.00,161.39,39.64
0.00,81.80,39.64
0.00,81.80,39.64
0.00,116.05,39.64
0.00,116.05,31.71
0.00,159.62,39.64
0.00,159.62,31.71
0.00,124.23,39.64
0.00,79.52,39.64
0.00,79.52,39.64
0.00,113.77,31.71
0.00,113.77,39.64
0.00,113.13,31.71
0.00,113.13,39.64
0.00,112.50,31.71
0.00,156.07,31.71
0.00,156.07,31.71
0.00,120.68,39.64
0.00,120.68,31.71
0.00,120.17,39.64
0.00,120.17,31.71
0.00,119.66,39.64
0.00,74.95,31.71
0.00,74.95,39.64
0.00,109.20,31.71
0.00,109.20,31.71
0.00,152.77,31.71
0.00,152.77,31.71
0.00,117.38,31.71
0.00,116.87,39.64
0.00,116.87,31.71
0.00,116.37,39.64
0.00,116.37,31.71
0.00,115.86,31.71
0.00,115.86,31.71
0.00,115.35,31.71
0.00,114.84,31.71
0.00,114.84,39.64
0.00,70.13,31.71
0.00,70.13,31.71
0.00,148.58,23.78
0.00,148.58,31.71
0.00,157.40,39.64
0.00,33.73,31.71
0.00,33.73,39.64
0.00,102.86,31.71
0.00,102.86,31.71
0.00,146.43,31.71
0.00,111.04,31.71
0.00,111.04,31.71
0.00,110.53,31.71
0.00,110.53,31.71
0.00,110.02,31.71
0.00,110.02,39.64
0.00,65.31,31.71
0.00,143.76,23.78
0.00,143.76,31.71
0.00,108.38,31.71
0.00,108.38,31.71
0.00,107.87,31.71
0.00,107.87,31.71
0.00,107.36,31.71
0.00,106.85,31.71
0.00,106.85,31.71
0.00,106.35,31.71
0.00,106.35,23.78
0.00,150.04,31.71
0.00,150.04,31.71
0.00,70.58,31.71
0.00,104.95,31.71
0.00,104.95,31.71
0.00,104.44,31.71
0.00,104.44,31.71
0.00,103.94,31.71
0.00,103.94,23.78
0.00,147.63,31.71
0.00,68.17,31.71
0.00,68.17,31.71
0.00,102.54,31.71
0.00,102.54,31.71
0.00,102.03,23.78
0.00,102.03,31.71
0.00,101.53,23.78
0.00,145.22,31.71
0.00,145.22,31.71
0.00,65.76,31.71
0.00,65.76,31.71
0.00,100.13,23.78
0.00,100.13,31.71
0.00,143.83,31.71
0.00,64.36,31.71
0.00,64.36,31.71
0.00,98.74,23.78
0.00,98.74,31.71
0.00,98.23,23.78
0.00,141.92,31.71
0.00,141.92,31.71
0.00,62.46,23.78
0.00,62.46,31.71
0.00,96.83,31.71
0.00,96.83,23.78
0.00,140.53,31.71
0.00,61.06,31.71
0.00,61.06,23.78
0.00,139.64,31.71
0.00,139.64,31.71
0.00,60.18,31.71
0.00,60.18,23.78
0.00,138.75,31.71
0.00,59.29,31.71
0.00,59.29,31.71
0.00,93.66,23.78
0.00,93.66,31.71
0.00,93.15,23.78
0.00,136.85,23.78
0.00,136.85,31.71
0.00,57.39,31.71
0.00,57.39,23.78
0.00,135.96,31.71
0.00,135.96,23.78
0.00,100.70,31.71
0.00,56.12,31.71
0.00,56.12,23.78
0.00,134.69,31.71
0.00,134.69,23.78
0.00,99.43,31.71
0.00,99.43,31.71
0.00,54.85,23.78
0.00,133.43,31.71
0.00,133.43,23.78
0.00,98.16,31.71
0.00,98.16,23.78
0.00,97.78,31.71
0.00,97.78,23.78
0.00,97.40,31.71
0.00,52.82,23.78
0.00,52.82,23.78
0.00,131.40,31.71
0.00,131.40,23.78
0.00,96.14,23.78
0.00,96.14,31.71
0.00,51.55,23.78
0.00,130.13,23.78
0.00,130.13,23.78
0.00,94.87,31.71
0.00,94.87,23.78
0.00,94.49,31.71
0.00,49.90,23.78
0.00,49.90,23.78
0.00,128.48,23.78
0.00,128.48,23.78
0.00,93.22,31.71
0.00,93.22,23.78
0.00,92.84,23.78
0.00,92.46,23.78
0.00,92.46,23.78
0.00,92.08,31.71
0.00,92.08,23.78
0.00,91.70,23.78
0.00,91.70,23.78
0.00,91.32,23.78
0.00,90.93,23.78
0.00,90.93,23.78
0.00,90.55,15.85
0.00,90.55,23.78
0.00,90.17,23.78
0.00,90.17,23.78
0.00,89.79,23.78
0.00,89.41,15.85
0.00,89.41,23.78
0.00,89.03,23.78
0.00,89.03,15.85
0.00,132.85,23.78
0.00,132.85,23.78
0.00,53.52,23.78
0.00,88.02,23.78
0.00,88.02,23.78
0.00,87.64,23.78
0.00,87.64,23.78
0.00,87.26,23.78
0.00,86.88,15.85
0.00,86.88,23.78
0.00,86.50,23.78
0.00,86.50,23.78
0.00,86.11,15.85
0.00,86.11,23.78
0.00,85.73,15.85
0.00,129.56,23.78
0.00,129.56,23.78
0.00,50.22,23.78
0.00,50.22,23.78
0.00,84.72,15.85
0.00,84.72,23.78
0.00,84.34,23.78
0.00,83.96,15.85
0.00,83.96,23.78
0.00,83.58,23.78
0.00,83.58,15.85
0.00,127.40,15.85
0.00,92.27,23.78
0.00,92.27,23.78
0.00,47.81,23.78
0.00,47.81,23.78
0.00,82.31,23.78
0.00,82.31,15.85
0.00,126.13,23.78
0.00,46.80,23.78
0.00,46.80,23.78
0.00,81.30,15.85
0.00,81.30,23.78
0.00,80.91,23.78
0.00,80.91,15.85
0.00,124.74,23.78
0.00,45.40,23.78
0.00,45.40,15.85
0.00,124.10,23.78
0.00,124.10,23.78
0.00,44.77,23.78
0.00,44.77,23.78
0.00,79.27,23.78
0.00,78.89,15.85
0.00,78.89,23.78
0.00,78.50,15.85
0.00,78.50,23.78
0.00,78.12,15.85
0.00,121.95,23.78
0.00,121.95,15.85
0.00,86.81,23.78
0.00,86.81,23.78
0.00,42.36,15.85
0.00,42.36,23.78
0.00,76.86,15.85
0.00,120.68,23.78
0.00,120.68,15.85
0.00,85.54,23.78
0.00,85.54,23.78
0.00,41.09,15.85
0.00,41.09,23.78
0.00,75.59,15.85
0.00,119.41,23.78
0.00,119.41,15.85
0.00,84.28,23.78
0.00,84.28,23.78
0.00,39.82,15.85
0.00,39.82,23.78
0.00,74.32,15.85
0.00,118.14,23.78
0.00,118.14,15.85
0.00,83.01,23.78
0.00,83.01,23.78
0.00,38.55,15.85
0.00,117.25,23.78
0.00,117.25,15.85
0.00,82.12,23.78
0.00,82.12,23.78
0.00,37.66,15.85
0.00,37.66,23.78
0.00,72.16,15.85
0.00,115.99,15.85
0.00,115.99,23.78
0.00,36.65,15.85
0.00,36.65,23.78
0.00,71.15,15.85
0.00,71.15,15.85
0.00,114.97,23.78
0.00,35.63,15.85
0.00,35.63,23.78
0.00,70.13,15.85
0.00,70.13,15.85
0.00,113.96,15.85
0.00,113.96,23.78
0.00,34.62,15.85
0.00,113.32,15.85
0.00,113.32,23.78
0.00,33.98,15.85
0.00,33.98,23.78
0.00,68.48,15.85
0.00,68.48,15.85
0.00,112.31,23.78
0.00,32.97,15.85
0.00,32.97,23.78
0.00,67.47,15.85
0.00,67.47,15.85
0.00,111.29,15.85
0.00,76.16,15.85
0.00,76.16,23.78
0.00,31.70,15.85
0.00,31.70,15.85
0.00,110.40,23.78
0.00,110.40,15.85
0.00,75.27,15.85
0.00,75.02,23.78
0.00,75.02,15.85
0.00,74.76,15.85
0.00,74.76,23.78
0.00,30.31,15.85
0.00,30.31,15.85
