Set point,duty,hÄ±z
0.00,109.01,15.85
0.00,73.88,15.85
0.00,73.88,15.85
0.00,73.62,15.85
0.00,73.62,15.85
0.00,73.37,23.78
0.00,73.37,15.85
0.00,28.91,15.85
0.00,107.61,7.93
0.00,107.61,15.85
0.00,72.48,15.85
0.00,72.48,23.78
0.00,28.02,15.85
0.00,106.73,15.85
0.00,106.73,15.85
0.00,71.59,15.85
0.00,71.59,15.85
0.00,71.34,15.85
0.00,71.34,15.85
0.00,71.08,15.85
0.00,70.83,15.85
0.00,70.83,15.85
0.00,70.58,15.85
0.00,70.58,15.85
0.00,70.32,7.93
0.00,70.32,15.85
0.00,114.27,15.85
0.00,35.06,15.85
0.00,35.06,15.85
0.00,69.69,23.78
0.00,69.69,7.93
0.00,113.64,15.85
0.00,34.43,23.78
0.00,34.43,15.85
0.00,69.06,15.85
0.00,69.06,15.85
0.00,68.80,15.85
0.00,68.80,15.85
0.00,68.55,15.85
0.00,68.29,7.93
0.00,68.29,15.85
0.00,68.04,15.85
0.00,68.04,7.93
0.00,111.99,15.85
0.00,111.99,15.85
0.00,32.78,15.85
0.00,67.41,15.85
0.00,67.41,15.85
0.00,67.15,15.85
0.00,67.15,15.85
0.00,66.90,7.93
0.00,110.85,15.85
0.00,110.85,15.85
0.00,31.64,15.85
0.00,31.64,15.85
0.00,66.26,15.85
0.00,66.26,15.85
0.00,66.01,15.85
0.00,65.76,7.93
0.00,65.76,15.85
0.00,65.50,15.85
0.00,65.50,7.93
0.00,109.45,15.85
0.00,109.45,15.85
0.00,30.24,15.85
0.00,64.87,15.85
0.00,64.87,7.93
0.00,108.82,15.85
0.00,108.82,15.85
0.00,29.61,15.85
0.00,29.61,15.85
0.00,64.24,15.85
0.00,63.98,15.85
0.00,63.98,7.93
0.00,107.93,15.85
0.00,107.93,15.85
0.00,28.72,15.85
0.00,63.35,15.85
0.00,63.35,15.85
0.00,63.09,15.85
0.00,63.09,7.93
0.00,107.04,15.85
0.00,107.04,15.85
0.00,27.83,15.85
0.00,62.46,15.85
0.00,62.46,15.85
0.00,62.21,7.93
0.00,62.21,15.85
0.00,61.95,15.85
0.00,61.95,7.93
0.00,105.90,15.85
0.00,26.69,15.85
0.00,26.69,15.85
0.00,61.32,7.93
0.00,61.32,15.85
0.00,61.06,7.93
0.00,105.01,15.85
0.00,105.01,7.93
0.00,70.01,15.85
0.00,70.01,15.85
0.00,25.68,15.85
0.00,25.68,15.85
0.00,60.30,7.93
0.00,104.25,15.85
0.00,104.25,15.85
0.00,25.04,15.85
0.00,25.04,7.93
0.00,103.87,15.85
0.00,103.87,15.85
0.00,24.66,15.85
0.00,59.29,15.85
0.00,59.29,7.93
0.00,103.24,15.85
0.00,103.24,15.85
0.00,24.03,15.85
0.00,24.03,15.85
0.00,58.65,7.93
0.00,102.60,15.85
0.00,102.60,15.85
0.00,23.39,15.85
0.00,23.39,15.85
0.00,58.02,7.93
0.00,101.97,15.85
0.00,101.97,15.85
0.00,22.76,15.85
0.00,22.76,15.85
0.00,57.39,7.93
0.00,57.39,15.85
0.00,57.13,7.93
0.00,101.08,15.85
0.00,101.08,7.93
0.00,66.07,15.85
0.00,66.07,15.85
0.00,21.74,15.85
0.00,21.74,7.93
0.00,100.57,15.85
0.00,21.36,15.85
0.00,21.36,7.93
0.00,100.19,15.85
0.00,100.19,15.85
0.00,20.98,15.85
0.00,20.98,7.93
0.00,55.61,15.85
0.00,55.36,15.85
0.00,55.36,7.93
0.00,99.31,7.93
0.00,99.31,15.85
0.00,20.10,15.85
0.00,54.72,7.93
0.00,54.72,15.85
0.00,54.47,7.93
0.00,54.47,15.85
0.00,54.22,7.93
0.00,54.22,7.93
0.00,98.16,7.93
0.00,63.16,15.85
0.00,63.16,7.93
0.00,63.03,15.85
0.00,63.03,7.93
0.00,62.90,15.85
0.00,18.57,7.93
0.00,18.57,7.93
0.00,97.40,15.85
0.00,97.40,7.93
0.00,62.40,15.85
0.00,62.40,7.93
0.00,62.27,7.93
0.00,62.14,15.85
0.00,62.14,7.93
0.00,62.02,15.85
0.00,62.02,7.93
0.00,61.89,7.93
0.00,61.89,15.85
0.00,61.76,7.93
0.00,61.64,7.93
0.00,61.64,7.93
0.00,61.51,7.93
0.00,61.51,7.93
0.00,61.38,15.85
0.00,17.05,7.93
0.00,17.05,7.93
0.00,95.88,7.93
0.00,95.88,7.93
0.00,60.87,7.93
0.00,60.87,7.93
0.00,60.75,15.85
0.00,16.42,7.93
0.00,16.42,7.93
0.00,95.25,7.93
0.00,95.25,7.93
0.00,60.24,15.85
0.00,15.91,7.93
0.00,15.91,7.93
0.00,94.74,7.93
0.00,94.74,15.85
0.00,15.53,7.93
0.00,15.53,15.85
0.00,50.16,7.93
0.00,94.11,7.93
0.00,94.11,7.93
0.00,59.10,15.85
0.00,59.10,7.93
0.00,58.97,15.85
0.00,58.97,7.93
0.00,14.64,7.93
0.00,93.47,7.93
0.00,93.47,15.85
0.00,14.26,7.93
0.00,14.26,15.85
0.00,48.89,7.93
0.00,92.84,7.93
0.00,92.84,7.93
0.00,57.83,15.85
0.00,57.83,7.93
0.00,57.70,15.85
0.00,57.70,7.93
0.00,57.58,7.93
0.00,57.45,15.85
0.00,57.45,7.93
0.00,57.32,7.93
0.00,57.32,7.93
0.00,57.20,7.93
0.00,57.20,7.93
0.00,57.07,7.93
0.00,56.94,7.93
0.00,56.94,7.93
0.00,56.82,7.93
0.00,56.82,7.93
0.00,56.69,7.93
0.00,56.56,7.93
0.00,56.56,0.00
0.00,100.64,7.93
0.00,100.64,7.93
0.00,21.55,15.85
0.00,21.55,7.93
0.00,56.31,7.93
0.00,56.18,7.93
0.00,56.18,7.93
0.00,56.05,15.85
0.00,56.05,0.00
0.00,100.13,15.85
0.00,0.00,7.93
0.00,0.00,7.93
0.00,90.55,15.85
0.00,90.55,7.93
0.00,55.55,7.93
0.00,55.55,15.85
0.00,11.22,7.93
0.00,90.05,7.93
0.00,90.05,15.85
0.00,10.84,7.93
0.00,10.84,7.93
0.00,89.67,15.85
0.00,89.67,7.93
0.00,10.46,15.85
0.00,45.08,7.93
0.00,45.08,7.93
0.00,89.03,7.93
0.00,89.03,15.85
0.00,9.82,7.93
0.00,88.65,7.93
0.00,88.65,15.85
0.00,9.44,7.93
0.00,9.44,15.85
0.00,44.07,7.93
0.00,44.07,7.93
0.00,88.02,7.93
0.00,53.01,7.93
0.00,53.01,15.85
0.00,8.68,7.93
0.00,8.68,7.93
0.00,87.51,7.93
0.00,52.50,7.93
0.00,52.50,15.85
0.00,8.17,7.93
0.00,8.17,7.93
0.00,87.00,7.93
0.00,87.00,7.93
0.00,52.00,7.93
0.00,51.87,15.85
0.00,51.87,7.93
0.00,51.74,7.93
0.00,51.74,7.93
0.00,51.61,7.93
0.00,51.49,7.93
0.00,51.49,7.93
0.00,51.36,7.93
0.00,51.36,0.00
0.00,95.44,7.93
0.00,95.44,7.93
0.00,16.35,7.93
0.00,51.11,15.85
0.00,51.11,7.93
0.00,50.98,7.93
0.00,50.98,0.00
0.00,95.06,7.93
0.00,95.06,7.93
0.00,15.97,15.85
0.00,6.52,7.93
0.00,6.52,7.93
0.00,85.35,7.93
0.00,85.35,7.93
0.00,50.35,7.93
0.00,50.22,7.93
0.00,50.22,7.93
0.00,50.09,7.93
0.00,50.09,7.93
0.00,49.97,7.93
0.00,49.97,7.93
0.00,49.84,7.93
0.00,49.71,0.00
0.00,49.71,7.93
0.00,49.59,7.93
0.00,49.59,0.00
0.00,93.66,7.93
0.00,14.58,7.93
0.00,14.58,7.93
0.00,49.33,7.93
0.00,49.33,7.93
0.00,49.20,7.93
0.00,49.20,0.00
0.00,49.08,7.93
0.00,48.95,0.00
0.00,48.95,7.93
0.00,48.82,7.93
0.00,48.82,0.00
0.00,92.90,7.93
0.00,13.82,7.93
0.00,13.82,7.93
0.00,48.57,7.93
0.00,48.57,0.00
0.00,92.65,7.93
0.00,92.65,7.93
0.00,13.56,7.93
0.00,48.32,7.93
0.00,48.32,7.93
0.00,48.19,7.93
0.00,48.19,7.93
0.00,48.06,0.00
0.00,92.14,7.93
0.00,92.14,7.93
0.00,13.06,7.93
0.00,13.06,7.93
0.00,47.81,7.93
0.00,47.81,7.93
0.00,47.68,7.93
0.00,47.56,7.93
0.00,47.56,0.00
0.00,91.63,7.93
0.00,91.63,7.93
0.00,12.55,7.93
0.00,47.30,7.93
0.00,47.30,7.93
0.00,47.18,7.93
0.00,47.18,0.00
0.00,91.25,7.93
0.00,91.25,7.93
0.00,12.17,7.93
0.00,46.92,7.93
0.00,46.92,7.93
0.00,46.79,7.93
0.00,46.79,7.93
0.00,46.67,7.93
0.00,46.67,0.00
0.00,46.54,7.93
0.00,46.41,7.93
0.00,46.41,0.00
0.00,90.49,7.93
0.00,90.49,0.00
0.00,55.61,7.93
0.00,11.41,7.93
0.00,11.41,7.93
0.00,46.16,7.93
0.00,46.16,0.00
0.00,90.24,7.93
0.00,90.24,7.93
0.00,11.15,7.93
0.00,45.91,7.93
0.00,45.91,7.93
0.00,45.78,7.93
0.00,45.78,0.00
0.00,89.86,7.93
0.00,10.77,7.93
0.00,10.77,7.93
0.00,45.53,7.93
0.00,45.53,7.93
0.00,45.40,0.00
0.00,45.40,7.93
0.00,45.27,0.00
0.00,89.35,7.93
0.00,89.35,7.93
0.00,10.27,7.93
0.00,10.27,7.93
0.00,45.02,7.93
0.00,44.89,0.00
0.00,44.89,7.93
0.00,44.77,0.00
0.00,44.77,7.93
0.00,44.64,0.00
0.00,44.64,7.93
0.00,44.51,0.00
0.00,88.59,7.93
0.00,88.59,0.00
0.00,53.71,7.93
0.00,53.71,7.93
0.00,9.50,7.93
0.00,44.26,0.00
0.00,44.26,7.93
0.00,44.13,7.93
0.00,44.13,0.00
0.00,88.21,7.93
0.00,88.21,0.00
0.00,53.33,7.93
0.00,9.12,7.93
0.00,9.12,7.93
0.00,43.88,7.93
0.00,43.88,0.00
0.00,87.95,7.93
0.00,8.87,7.93
0.00,8.87,7.93
0.00,43.62,7.93
0.00,43.62,0.00
0.00,87.70,7.93
0.00,87.70,7.93
0.00,8.62,7.93
0.00,43.37,7.93
0.00,43.37,0.00
0.00,87.45,7.93
0.00,87.45,7.93
0.00,8.36,7.93
0.00,43.12,7.93
0.00,43.12,7.93
0.00,42.99,7.93
0.00,42.99,0.00
0.00,87.07,7.93
0.00,87.07,7.93
0.00,7.98,7.93
0.00,42.74,7.93
0.00,42.74,7.93
0.00,42.61,0.00
0.00,42.61,7.93
0.00,42.48,7.93
0.00,42.36,0.00
0.00,42.36,7.93
0.00,42.23,0.00
0.00,42.23,0.00
0.00,86.31,7.93
0.00,86.31,0.00
0.00,51.42,7.93
0.00,7.22,7.93
0.00,7.22,7.93
0.00,41.98,0.00
0.00,41.98,7.93
0.00,41.85,0.00
0.00,85.92,7.93
0.00,85.92,0.00
0.00,51.04,7.93
0.00,51.04,7.93
0.00,6.84,0.00
0.00,6.84,7.93
0.00,41.59,7.93
0.00,41.47,0.00
0.00,41.47,0.00
0.00,85.54,7.93
0.00,85.54,7.93
0.00,6.46,0.00
0.00,85.42,7.93
0.00,85.42,7.93
0.00,6.33,7.93
0.00,6.33,7.93
0.00,41.09,0.00
0.00,41.09,7.93
0.00,40.96,7.93
0.00,40.83,0.00
0.00,40.83,7.93
0.00,40.71,0.00
0.00,40.71,7.93
0.00,40.58,0.00
0.00,84.66,0.00
0.00,84.66,7.93
0.00,5.57,0.00
0.00,5.57,7.93
0.00,40.33,0.00
0.00,40.33,7.93
0.00,40.20,0.00
0.00,84.28,7.93
0.00,84.28,0.00
0.00,49.40,7.93
0.00,49.40,7.93
0.00,5.19,0.00
0.00,84.15,7.93
0.00,84.15,7.93
0.00,05.07,7.93
0.00,05.07,0.00
0.00,84.02,7.93
0.00,84.02,7.93
0.00,4.94,7.93
0.00,39.69,7.93
0.00,39.69,7.93
0.00,39.57,0.00
0.00,39.57,7.93
0.00,39.44,7.93
0.00,39.31,0.00
0.00,39.31,0.00
0.00,83.39,7.93
0.00,83.39,0.00
0.00,48.51,7.93
0.00,48.51,7.93
0.00,4.30,0.00
0.00,83.26,7.93
0.00,83.26,7.93
0.00,4.18,7.93
0.00,4.18,0.00
0.00,83.13,7.93
0.00,04.05,7.93
0.00,04.05,7.93
0.00,38.80,7.93
0.00,38.80,0.00
0.00,82.88,7.93
0.00,82.88,7.93
0.00,3.80,7.93
0.00,38.55,7.93
0.00,38.55,0.00
0.00,82.63,7.93
0.00,82.63,7.93
0.00,3.54,7.93
0.00,38.30,7.93
0.00,38.30,0.00
0.00,82.37,7.93
0.00,82.37,7.93
0.00,3.29,0.00
0.00,3.29,7.93
0.00,38.04,7.93
0.00,37.92,7.93
0.00,37.92,0.00
0.00,81.99,7.93
0.00,81.99,0.00
0.00,47.11,7.93
0.00,2.91,7.93
0.00,2.91,7.93
0.00,37.66,0.00
0.00,37.66,7.93
0.00,37.54,0.00
0.00,37.54,0.00
0.00,81.61,7.93
0.00,2.53,7.93
0.00,2.53,0.00
0.00,81.49,7.93
0.00,81.49,0.00
0.00,46.60,7.93
0.00,2.40,7.93
0.00,2.40,0.00
0.00,81.36,7.93
0.00,81.36,7.93
0.00,2.27,7.93
0.00,37.03,0.00
0.00,37.03,7.93
0.00,36.90,7.93
0.00,36.90,0.00
0.00,80.98,0.00
0.00,80.98,7.93
0.00,1.89,7.93
0.00,36.65,0.00
0.00,36.65,7.93
0.00,36.52,0.00
0.00,36.52,7.93
0.00,36.39,0.00
0.00,80.47,0.00
0.00,80.47,7.93
0.00,1.39,0.00
0.00,1.39,7.93
0.00,36.14,0.00
0.00,36.14,0.00
0.00,80.22,7.93
0.00,1.13,0.00
0.00,1.13,7.93
0.00,35.89,0.00
0.00,35.89,7.93
0.00,35.76,0.00
0.00,79.84,0.00
0.00,79.84,7.93
0.00,0.75,0.00
0.00,0.75,7.93
0.00,35.51,0.00
0.00,35.51,7.93
0.00,79.58,0.00
0.00,44.70,7.93
0.00,44.70,0.00
0.00,44.70,7.93
0.00,44.70,7.93
0.00,0.50,0.00
0.00,79.46,7.93
0.00,79.46,0.00
0.00,44.58,7.93
0.00,44.58,0.00
